id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p00912,1960,911,25,Fair,26000,12161,yes,"[""project/data/images/p00912_image_1.jpg"", ""project/data/images/p00912_image_2.jpg"", ""project/data/images/p00912_image_3.jpg"", ""project/data/images/p00912_image_4.jpg"", ""project/data/images/p00912_image_5.jpg"", ""project/data/images/p00912_image_6.jpg"", ""project/data/images/p00912_image_7.jpg"", ""project/data/images/p00912_image_8.jpg"", ""project/data/images/p00912_image_9.jpg"", ""project/data/images/p00912_image_10.jpg"", ""project/data/images/p00912_image_11.jpg"", ""project/data/images/p00912_image_12.jpg""]",project/data/descriptions/p00912_seller_description.txt,https://bringatrailer.com/listing/1960-porsche-junior-tractor-10/
p00913,1986,944,25000,Fair,7300,22250,no,"[""project/data/images/p00913_image_1.jpg"", ""project/data/images/p00913_image_2.jpg"", ""project/data/images/p00913_image_3.jpg"", ""project/data/images/p00913_image_4.jpg"", ""project/data/images/p00913_image_5.jpg"", ""project/data/images/p00913_image_6.jpg"", ""project/data/images/p00913_image_7.jpg"", ""project/data/images/p00913_image_8.jpg"", ""project/data/images/p00913_image_9.jpg"", ""project/data/images/p00913_image_10.jpg"", ""project/data/images/p00913_image_11.jpg"", ""project/data/images/p00913_image_12.jpg""]",project/data/descriptions/p00913_seller_description.txt,https://bringatrailer.com/listing/1986-porsche-944-128/
p00914,2022,911,8000,Fair,235000,148000,yes,"[""project/data/images/p00914_image_1.jpg"", ""project/data/images/p00914_image_2.jpg"", ""project/data/images/p00914_image_3.jpg"", ""project/data/images/p00914_image_4.jpg"", ""project/data/images/p00914_image_5.jpg"", ""project/data/images/p00914_image_6.jpg"", ""project/data/images/p00914_image_7.jpg"", ""project/data/images/p00914_image_8.jpg"", ""project/data/images/p00914_image_9.jpg"", ""project/data/images/p00914_image_10.jpg"", ""project/data/images/p00914_image_11.jpg"", ""project/data/images/p00914_image_12.jpg""]",project/data/descriptions/p00914_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-911-gt3-114/
p00915,1976,912,242000,Fair,30912,35000,no,"[""project/data/images/p00915_image_1.jpg"", ""project/data/images/p00915_image_2.jpg"", ""project/data/images/p00915_image_3.jpg"", ""project/data/images/p00915_image_4.jpg"", ""project/data/images/p00915_image_5.jpg"", ""project/data/images/p00915_image_6.jpg"", ""project/data/images/p00915_image_7.jpg"", ""project/data/images/p00915_image_8.jpg"", ""project/data/images/p00915_image_9.jpg"", ""project/data/images/p00915_image_10.jpg"", ""project/data/images/p00915_image_11.jpg"", ""project/data/images/p00915_image_12.jpg""]",project/data/descriptions/p00915_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-912e-69/
p00916,1976,914,59000,Fair,26750,42000,no,"[""project/data/images/p00916_image_1.jpg"", ""project/data/images/p00916_image_2.jpg"", ""project/data/images/p00916_image_3.jpg"", ""project/data/images/p00916_image_4.jpg"", ""project/data/images/p00916_image_5.jpg"", ""project/data/images/p00916_image_6.jpg"", ""project/data/images/p00916_image_7.jpg"", ""project/data/images/p00916_image_8.jpg"", ""project/data/images/p00916_image_9.jpg"", ""project/data/images/p00916_image_10.jpg"", ""project/data/images/p00916_image_11.jpg"", ""project/data/images/p00916_image_12.jpg""]",project/data/descriptions/p00916_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-914-100/
p00917,,911,25,Fair,5000,,no,,project/data/descriptions/p00917_seller_description.txt,https://bringatrailer.com/listing/bbs-re-magnesium-wheels-for-for-porsche-carrera-gt/
p00918,2017,911,38000,Fair,39000,77101,no,"[""project/data/images/p00918_image_1.jpg"", ""project/data/images/p00918_image_2.jpg"", ""project/data/images/p00918_image_3.jpg"", ""project/data/images/p00918_image_4.jpg"", ""project/data/images/p00918_image_5.jpg"", ""project/data/images/p00918_image_6.jpg"", ""project/data/images/p00918_image_7.jpg"", ""project/data/images/p00918_image_8.jpg"", ""project/data/images/p00918_image_9.jpg"", ""project/data/images/p00918_image_10.jpg"", ""project/data/images/p00918_image_11.jpg"", ""project/data/images/p00918_image_12.jpg""]",project/data/descriptions/p00918_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-panamera-13/
p00919,1969,911,71000,Fair,45250,79500,no,"[""project/data/images/p00919_image_1.jpg"", ""project/data/images/p00919_image_2.jpg"", ""project/data/images/p00919_image_3.jpg"", ""project/data/images/p00919_image_4.jpg"", ""project/data/images/p00919_image_5.jpg"", ""project/data/images/p00919_image_6.jpg"", ""project/data/images/p00919_image_7.jpg"", ""project/data/images/p00919_image_8.jpg"", ""project/data/images/p00919_image_9.jpg"", ""project/data/images/p00919_image_10.jpg"", ""project/data/images/p00919_image_11.jpg"", ""project/data/images/p00919_image_12.jpg""]",project/data/descriptions/p00919_seller_description.txt,https://bringatrailer.com/listing/1969-porsche-911t-coupe-15/
p00920,1967,911,850,Excellent,310000,118000,yes,"[""project/data/images/p00920_image_1.jpg"", ""project/data/images/p00920_image_2.jpg"", ""project/data/images/p00920_image_3.jpg"", ""project/data/images/p00920_image_4.jpg"", ""project/data/images/p00920_image_5.jpg"", ""project/data/images/p00920_image_6.jpg"", ""project/data/images/p00920_image_7.jpg"", ""project/data/images/p00920_image_8.jpg"", ""project/data/images/p00920_image_9.jpg"", ""project/data/images/p00920_image_10.jpg"", ""project/data/images/p00920_image_11.jpg"", ""project/data/images/p00920_image_12.jpg""]",project/data/descriptions/p00920_seller_description.txt,https://bringatrailer.com/listing/1967-porsche-911s-coupe-28/
p00921,2015,911,25000,Fair,63600,125000,no,"[""project/data/images/p00921_image_1.jpg"", ""project/data/images/p00921_image_2.jpg"", ""project/data/images/p00921_image_3.jpg"", ""project/data/images/p00921_image_4.jpg"", ""project/data/images/p00921_image_5.jpg"", ""project/data/images/p00921_image_6.jpg"", ""project/data/images/p00921_image_7.jpg"", ""project/data/images/p00921_image_8.jpg"", ""project/data/images/p00921_image_9.jpg"", ""project/data/images/p00921_image_10.jpg"", ""project/data/images/p00921_image_11.jpg"", ""project/data/images/p00921_image_12.jpg""]",project/data/descriptions/p00921_seller_description.txt,https://bringatrailer.com/listing/2015-porsche-911-carrera-coupe-12/
p00922,2020,911,8000,Fair,93000,165000,no,"[""project/data/images/p00922_image_1.jpg"", ""project/data/images/p00922_image_2.jpg"", ""project/data/images/p00922_image_3.jpg"", ""project/data/images/p00922_image_4.jpg"", ""project/data/images/p00922_image_5.jpg"", ""project/data/images/p00922_image_6.jpg"", ""project/data/images/p00922_image_7.jpg"", ""project/data/images/p00922_image_8.jpg"", ""project/data/images/p00922_image_9.jpg"", ""project/data/images/p00922_image_10.jpg"", ""project/data/images/p00922_image_11.jpg"", ""project/data/images/p00922_image_12.jpg""]",project/data/descriptions/p00922_seller_description.txt,https://bringatrailer.com/listing/2020-porsche-taycan-turbo-s-13/
p00923,1975,914,112000,Fair,19500,30000,no,"[""project/data/images/p00923_image_1.jpg"", ""project/data/images/p00923_image_2.jpg"", ""project/data/images/p00923_image_3.jpg"", ""project/data/images/p00923_image_4.jpg"", ""project/data/images/p00923_image_5.jpg"", ""project/data/images/p00923_image_6.jpg"", ""project/data/images/p00923_image_7.jpg"", ""project/data/images/p00923_image_8.jpg"", ""project/data/images/p00923_image_9.jpg"", ""project/data/images/p00923_image_10.jpg"", ""project/data/images/p00923_image_11.jpg"", ""project/data/images/p00923_image_12.jpg""]",project/data/descriptions/p00923_seller_description.txt,https://bringatrailer.com/listing/1975-porsche-914-104/
p00924,2005,911,25,Fair,44000,12161,yes,"[""project/data/images/p00924_image_1.jpg"", ""project/data/images/p00924_image_2.jpg"", ""project/data/images/p00924_image_3.jpg"", ""project/data/images/p00924_image_4.jpg"", ""project/data/images/p00924_image_5.jpg"", ""project/data/images/p00924_image_6.jpg"", ""project/data/images/p00924_image_7.jpg"", ""project/data/images/p00924_image_8.jpg"", ""project/data/images/p00924_image_9.jpg"", ""project/data/images/p00924_image_10.jpg"", ""project/data/images/p00924_image_11.jpg"", ""project/data/images/p00924_image_12.jpg""]",project/data/descriptions/p00924_seller_description.txt,https://bringatrailer.com/listing/2005-porsche-911-gt3-27/
p00925,1995,911,36000,Fair,75000,68500,yes,"[""project/data/images/p00925_image_1.jpg"", ""project/data/images/p00925_image_2.jpg"", ""project/data/images/p00925_image_3.jpg"", ""project/data/images/p00925_image_4.jpg"", ""project/data/images/p00925_image_5.jpg"", ""project/data/images/p00925_image_6.jpg"", ""project/data/images/p00925_image_7.jpg"", ""project/data/images/p00925_image_8.jpg"", ""project/data/images/p00925_image_9.jpg"", ""project/data/images/p00925_image_10.jpg"", ""project/data/images/p00925_image_11.jpg"", ""project/data/images/p00925_image_12.jpg""]",project/data/descriptions/p00925_seller_description.txt,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-151-2/
p00926,2024,911,708,Fair,220000,261000,no,"[""project/data/images/p00926_image_1.jpg"", ""project/data/images/p00926_image_2.jpg"", ""project/data/images/p00926_image_3.jpg"", ""project/data/images/p00926_image_4.jpg"", ""project/data/images/p00926_image_5.jpg"", ""project/data/images/p00926_image_6.jpg"", ""project/data/images/p00926_image_7.jpg"", ""project/data/images/p00926_image_8.jpg"", ""project/data/images/p00926_image_9.jpg"", ""project/data/images/p00926_image_10.jpg"", ""project/data/images/p00926_image_11.jpg"", ""project/data/images/p00926_image_12.jpg""]",project/data/descriptions/p00926_seller_description.txt,https://bringatrailer.com/listing/2024-porsche-911-targa-4-gts-15/
p00927,2022,Boxster,3200,Fair,63007,121000,no,"[""project/data/images/p00927_image_1.jpg"", ""project/data/images/p00927_image_2.jpg"", ""project/data/images/p00927_image_3.jpg"", ""project/data/images/p00927_image_4.jpg"", ""project/data/images/p00927_image_5.jpg"", ""project/data/images/p00927_image_6.jpg"", ""project/data/images/p00927_image_7.jpg"", ""project/data/images/p00927_image_8.jpg"", ""project/data/images/p00927_image_9.jpg"", ""project/data/images/p00927_image_10.jpg"", ""project/data/images/p00927_image_11.jpg"", ""project/data/images/p00927_image_12.jpg""]",project/data/descriptions/p00927_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-718-boxster-6/
p00928,1965,356,15000,Fair,132000,132000,no,"[""project/data/images/p00928_image_1.jpg"", ""project/data/images/p00928_image_2.jpg"", ""project/data/images/p00928_image_3.jpg"", ""project/data/images/p00928_image_4.jpg"", ""project/data/images/p00928_image_5.jpg"", ""project/data/images/p00928_image_6.jpg"", ""project/data/images/p00928_image_7.jpg"", ""project/data/images/p00928_image_8.jpg"", ""project/data/images/p00928_image_9.jpg"", ""project/data/images/p00928_image_10.jpg"", ""project/data/images/p00928_image_11.jpg"", ""project/data/images/p00928_image_12.jpg""]",project/data/descriptions/p00928_seller_description.txt,https://bringatrailer.com/listing/1965-porsche-356c-58/
p00929,2021,911,47000,Fair,40500,12161,yes,"[""project/data/images/p00929_image_1.jpg"", ""project/data/images/p00929_image_2.jpg"", ""project/data/images/p00929_image_3.jpg"", ""project/data/images/p00929_image_4.jpg"", ""project/data/images/p00929_image_5.jpg"", ""project/data/images/p00929_image_6.jpg"", ""project/data/images/p00929_image_7.jpg"", ""project/data/images/p00929_image_8.jpg"", ""project/data/images/p00929_image_9.jpg"", ""project/data/images/p00929_image_10.jpg"", ""project/data/images/p00929_image_11.jpg"", ""project/data/images/p00929_image_12.jpg""]",project/data/descriptions/p00929_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-cayenne-7/
p00930,2019,935,90,Excellent,1626000,260000,yes,"[""project/data/images/p00930_image_1.jpg"", ""project/data/images/p00930_image_2.jpg"", ""project/data/images/p00930_image_3.jpg"", ""project/data/images/p00930_image_4.jpg"", ""project/data/images/p00930_image_5.jpg"", ""project/data/images/p00930_image_6.jpg"", ""project/data/images/p00930_image_7.jpg"", ""project/data/images/p00930_image_8.jpg"", ""project/data/images/p00930_image_9.jpg"", ""project/data/images/p00930_image_10.jpg"", ""project/data/images/p00930_image_11.jpg"", ""project/data/images/p00930_image_12.jpg""]",project/data/descriptions/p00930_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-935/
p00931,2024,911,21,Excellent,1201000,265000,yes,"[""project/data/images/p00931_image_1.jpg"", ""project/data/images/p00931_image_2.jpg"", ""project/data/images/p00931_image_3.jpg"", ""project/data/images/p00931_image_4.jpg"", ""project/data/images/p00931_image_5.jpg"", ""project/data/images/p00931_image_6.jpg"", ""project/data/images/p00931_image_7.jpg"", ""project/data/images/p00931_image_8.jpg"", ""project/data/images/p00931_image_9.jpg"", ""project/data/images/p00931_image_10.jpg"", ""project/data/images/p00931_image_11.jpg"", ""project/data/images/p00931_image_12.jpg""]",project/data/descriptions/p00931_seller_description.txt,https://bringatrailer.com/listing/2024-porsche-gt3-r-rennsport/
p00932,2017,911,27000,Fair,111000,95500,yes,"[""project/data/images/p00932_image_1.jpg"", ""project/data/images/p00932_image_2.jpg"", ""project/data/images/p00932_image_3.jpg"", ""project/data/images/p00932_image_4.jpg"", ""project/data/images/p00932_image_5.jpg"", ""project/data/images/p00932_image_6.jpg"", ""project/data/images/p00932_image_7.png"", ""project/data/images/p00932_image_8.jpg"", ""project/data/images/p00932_image_9.jpg"", ""project/data/images/p00932_image_10.jpg"", ""project/data/images/p00932_image_11.jpg"", ""project/data/images/p00932_image_12.jpg""]",project/data/descriptions/p00932_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-911-targa-4s-34/
p00933,2024,911,2900,Fair,405000,197000,yes,"[""project/data/images/p00933_image_1.jpg"", ""project/data/images/p00933_image_2.jpg"", ""project/data/images/p00933_image_3.jpg"", ""project/data/images/p00933_image_4.jpg"", ""project/data/images/p00933_image_5.jpg"", ""project/data/images/p00933_image_6.jpg"", ""project/data/images/p00933_image_7.jpg"", ""project/data/images/p00933_image_8.jpg"", ""project/data/images/p00933_image_9.jpg"", ""project/data/images/p00933_image_10.jpg"", ""project/data/images/p00933_image_11.jpg"", ""project/data/images/p00933_image_12.jpg""]",project/data/descriptions/p00933_seller_description.txt,https://bringatrailer.com/listing/2024-porsche-911-turbo-s-coupe-16/
p00934,2002,911,13000,Fair,205996,47250,yes,"[""project/data/images/p00934_image_1.jpg"", ""project/data/images/p00934_image_2.jpg"", ""project/data/images/p00934_image_3.jpg"", ""project/data/images/p00934_image_4.jpg"", ""project/data/images/p00934_image_5.jpg"", ""project/data/images/p00934_image_6.jpg"", ""project/data/images/p00934_image_7.jpg"", ""project/data/images/p00934_image_8.jpg"", ""project/data/images/p00934_image_9.jpg"", ""project/data/images/p00934_image_10.jpg"", ""project/data/images/p00934_image_11.jpg"", ""project/data/images/p00934_image_12.jpg""]",project/data/descriptions/p00934_seller_description.txt,https://bringatrailer.com/listing/2002-porsche-911-gt2-34/
p00935,2024,Cayman,4700,Fair,97000,130000,no,"[""project/data/images/p00935_image_1.jpg"", ""project/data/images/p00935_image_2.jpg"", ""project/data/images/p00935_image_3.jpg"", ""project/data/images/p00935_image_4.jpg"", ""project/data/images/p00935_image_5.jpg"", ""project/data/images/p00935_image_6.jpg"", ""project/data/images/p00935_image_7.jpg"", ""project/data/images/p00935_image_8.jpg"", ""project/data/images/p00935_image_9.jpg"", ""project/data/images/p00935_image_10.jpg"", ""project/data/images/p00935_image_11.jpg"", ""project/data/images/p00935_image_12.jpg""]",project/data/descriptions/p00935_seller_description.txt,https://bringatrailer.com/listing/2024-porsche-718-cayman-gts-4-0-9/
